mics,hemisphere,network,label,t1_gradient1_SalVentAttn,quantile_idx
2093.0,RH,DorsAttn,7Networks_RH_DorsAttn_PrCv_1,,
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.9601990339760424,-1.0
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.5104332958635636,-1.0
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.22981753060205667,
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,0.11930926301536493,
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,0.06176063335768611,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,,
2046.0,RH,SomMot,7Networks_RH_SomMot_16,,
2045.0,RH,SomMot,7Networks_RH_SomMot_15,,
2093.0,RH,DorsAttn,7Networks_RH_DorsAttn_PrCv_1,,
2093.0,RH,DorsAttn,7Networks_RH_DorsAttn_PrCv_1,,
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.6457561301967136,-1.0
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.8748945136829189,-1.0
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.4965354100863829,-1.0
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.27628190243538486,
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.24395522158227012,
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.371227303498444,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.30114252151725485,
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.726795023032057,-1.0
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.30393716956055006,
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.5612222523753365,-1.0
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.23130425315932468,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,-0.16207462681258555,
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.48693890744216983,-1.0
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.44511202460808696,-1.0
2109.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_8,-0.3623500424767271,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,,
2178.0,RH,Default,7Networks_RH_Default_PFCv_4,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.08016368568148269,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.24316181802977188,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.31143336425534374,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.16808418775831213,1.0
2106.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_5,0.010768208042189364,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.2635809288450581,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.2198438624187895,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.11668173291914052,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.1943846040915176,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.11135579509293403,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2042.0,RH,SomMot,7Networks_RH_SomMot_12,,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.08607962401170988,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.19701666477796587,1.0
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.017727729962645045,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,-0.03909104018333942,
2041.0,RH,SomMot,7Networks_RH_SomMot_11,,
2041.0,RH,SomMot,7Networks_RH_SomMot_11,,
2041.0,RH,SomMot,7Networks_RH_SomMot_11,,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.025920499975343736,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.10271182901155318,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,0.03195376805010364,
2041.0,RH,SomMot,7Networks_RH_SomMot_11,,
2041.0,RH,SomMot,7Networks_RH_SomMot_11,,
2041.0,RH,SomMot,7Networks_RH_SomMot_11,,
2108.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_7,-0.2250429513468878,
2107.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_FrOperIns_6,0.2734451148270223,1.0
2041.0,RH,SomMot,7Networks_RH_SomMot_11,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,,
2035.0,RH,SomMot,7Networks_RH_SomMot_5,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,,
2039.0,RH,SomMot,7Networks_RH_SomMot_9,,
2052.0,RH,SomMot,7Networks_RH_SomMot_22,,
2101.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PrC_1,0.3933780248094547,1.0
2090.0,RH,DorsAttn,7Networks_RH_DorsAttn_FEF_1,,
2090.0,RH,DorsAttn,7Networks_RH_DorsAttn_FEF_1,,
2090.0,RH,DorsAttn,7Networks_RH_DorsAttn_FEF_1,,
2090.0,RH,DorsAttn,7Networks_RH_DorsAttn_FEF_1,,
2090.0,RH,DorsAttn,7Networks_RH_DorsAttn_FEF_1,,
2090.0,RH,DorsAttn,7Networks_RH_DorsAttn_FEF_1,,
2091.0,RH,DorsAttn,7Networks_RH_DorsAttn_FEF_2,,
2091.0,RH,DorsAttn,7Networks_RH_DorsAttn_FEF_2,,
2091.0,RH,DorsAttn,7Networks_RH_DorsAttn_FEF_2,,
2155.0,RH,Cont,7Networks_RH_Cont_PFCl_15,,
2155.0,RH,Cont,7Networks_RH_Cont_PFCl_15,,
2155.0,RH,Cont,7Networks_RH_Cont_PFCl_15,,
2155.0,RH,Cont,7Networks_RH_Cont_PFCl_15,,
2155.0,RH,Cont,7Networks_RH_Cont_PFCl_15,,
2155.0,RH,Cont,7Networks_RH_Cont_PFCl_15,,
2191.0,RH,Default,7Networks_RH_Default_PFCdPFCm_13,,
2191.0,RH,Default,7Networks_RH_Default_PFCdPFCm_13,,
2191.0,RH,Default,7Networks_RH_Default_PFCdPFCm_13,,
2191.0,RH,Default,7Networks_RH_Default_PFCdPFCm_13,,
2191.0,RH,Default,7Networks_RH_Default_PFCdPFCm_13,,
2189.0,RH,Default,7Networks_RH_Default_PFCdPFCm_11,,
2189.0,RH,Default,7Networks_RH_Default_PFCdPFCm_11,,
2189.0,RH,Default,7Networks_RH_Default_PFCdPFCm_11,,
2189.0,RH,Default,7Networks_RH_Default_PFCdPFCm_11,,
2189.0,RH,Default,7Networks_RH_Default_PFCdPFCm_11,,
2189.0,RH,Default,7Networks_RH_Default_PFCdPFCm_11,,
2186.0,RH,Default,7Networks_RH_Default_PFCdPFCm_8,,
2186.0,RH,Default,7Networks_RH_Default_PFCdPFCm_8,,
2186.0,RH,Default,7Networks_RH_Default_PFCdPFCm_8,,
2186.0,RH,Default,7Networks_RH_Default_PFCdPFCm_8,,
2148.0,RH,Cont,7Networks_RH_Cont_PFCl_8,,
2148.0,RH,Cont,7Networks_RH_Cont_PFCl_8,,
2148.0,RH,Cont,7Networks_RH_Cont_PFCl_8,,
2148.0,RH,Cont,7Networks_RH_Cont_PFCl_8,,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.2952014969906186,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.4819868311019646,-1.0
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.40224134081907814,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.22004407243515933,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,,
2101.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PrC_1,0.22110371506420146,1.0
2101.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PrC_1,0.2743951501851547,1.0
2090.0,RH,DorsAttn,7Networks_RH_DorsAttn_FEF_1,,
2090.0,RH,DorsAttn,7Networks_RH_DorsAttn_FEF_1,,
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2155.0,RH,Cont,7Networks_RH_Cont_PFCl_15,,
2155.0,RH,Cont,7Networks_RH_Cont_PFCl_15,,
2155.0,RH,Cont,7Networks_RH_Cont_PFCl_15,,
2155.0,RH,Cont,7Networks_RH_Cont_PFCl_15,,
2155.0,RH,Cont,7Networks_RH_Cont_PFCl_15,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2191.0,RH,Default,7Networks_RH_Default_PFCdPFCm_13,,
2191.0,RH,Default,7Networks_RH_Default_PFCdPFCm_13,,
2191.0,RH,Default,7Networks_RH_Default_PFCdPFCm_13,,
2101.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PrC_1,0.5723737812060006,1.0
2101.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PrC_1,0.2294608101469764,1.0
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2189.0,RH,Default,7Networks_RH_Default_PFCdPFCm_11,,
2189.0,RH,Default,7Networks_RH_Default_PFCdPFCm_11,,
2101.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PrC_1,0.17452930218889984,1.0
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2189.0,RH,Default,7Networks_RH_Default_PFCdPFCm_11,,
2189.0,RH,Default,7Networks_RH_Default_PFCdPFCm_11,,
2101.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PrC_1,-0.11442028627618617,
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2189.0,RH,Default,7Networks_RH_Default_PFCdPFCm_11,,
2189.0,RH,Default,7Networks_RH_Default_PFCdPFCm_11,,
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2190.0,RH,Default,7Networks_RH_Default_PFCdPFCm_12,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2189.0,RH,Default,7Networks_RH_Default_PFCdPFCm_11,,
2153.0,RH,Cont,7Networks_RH_Cont_PFCl_13,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2154.0,RH,Cont,7Networks_RH_Cont_PFCl_14,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2189.0,RH,Default,7Networks_RH_Default_PFCdPFCm_11,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2186.0,RH,Default,7Networks_RH_Default_PFCdPFCm_8,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2186.0,RH,Default,7Networks_RH_Default_PFCdPFCm_8,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2152.0,RH,Cont,7Networks_RH_Cont_PFCl_12,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.27378724995578074,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.1658718044340829,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.4374458676208548,-1.0
2188.0,RH,Default,7Networks_RH_Default_PFCdPFCm_10,,
2149.0,RH,Cont,7Networks_RH_Cont_PFCl_9,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.30803634494238086,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.3797353974133062,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.5031304814120897,-1.0
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.31239291236582967,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.3124582346216771,
2149.0,RH,Cont,7Networks_RH_Cont_PFCl_9,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.3217899773364723,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.34103522539086284,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.4190743385795528,-1.0
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.37068514090495996,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.46302465933196035,-1.0
2149.0,RH,Cont,7Networks_RH_Cont_PFCl_9,,
2151.0,RH,Cont,7Networks_RH_Cont_PFCl_11,,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.12178435215948202,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.19888729841553965,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.44614971344841003,-1.0
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.5086159629386235,-1.0
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.5940502386070616,-1.0
2149.0,RH,Cont,7Networks_RH_Cont_PFCl_9,,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.3354223632555322,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.13351668925543403,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.08294497141171342,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.42385627975590934,-1.0
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.6497980428811545,-1.0
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.2910728297492743,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.33020767884013547,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.3876999619710808,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.3832902890091574,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.22677418865745413,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,,
2110.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_PFCl_1,-0.43009687520831164,-1.0
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,,
2145.0,RH,Cont,7Networks_RH_Cont_PFCl_5,,
2052.0,RH,SomMot,7Networks_RH_SomMot_22,,
2052.0,RH,SomMot,7Networks_RH_SomMot_22,,
2052.0,RH,SomMot,7Networks_RH_SomMot_22,,
2052.0,RH,SomMot,7Networks_RH_SomMot_22,,
2052.0,RH,SomMot,7Networks_RH_SomMot_22,,
2056.0,RH,SomMot,7Networks_RH_SomMot_26,,
2056.0,RH,SomMot,7Networks_RH_SomMot_26,,
2056.0,RH,SomMot,7Networks_RH_SomMot_26,,
2056.0,RH,SomMot,7Networks_RH_SomMot_26,,
2056.0,RH,SomMot,7Networks_RH_SomMot_26,,
2056.0,RH,SomMot,7Networks_RH_SomMot_26,,
2059.0,RH,SomMot,7Networks_RH_SomMot_29,,
2059.0,RH,SomMot,7Networks_RH_SomMot_29,,
2064.0,RH,SomMot,7Networks_RH_SomMot_34,,
2064.0,RH,SomMot,7Networks_RH_SomMot_34,,
2064.0,RH,SomMot,7Networks_RH_SomMot_34,,
2064.0,RH,SomMot,7Networks_RH_SomMot_34,,
2065.0,RH,SomMot,7Networks_RH_SomMot_35,,
2065.0,RH,SomMot,7Networks_RH_SomMot_35,,
2065.0,RH,SomMot,7Networks_RH_SomMot_35,,
2065.0,RH,SomMot,7Networks_RH_SomMot_35,,
2067.0,RH,SomMot,7Networks_RH_SomMot_37,,
2070.0,RH,SomMot,7Networks_RH_SomMot_40,,
2070.0,RH,SomMot,7Networks_RH_SomMot_40,,
2070.0,RH,SomMot,7Networks_RH_SomMot_40,,
2070.0,RH,SomMot,7Networks_RH_SomMot_40,,
2070.0,RH,SomMot,7Networks_RH_SomMot_40,,
2068.0,RH,SomMot,7Networks_RH_SomMot_38,,
2068.0,RH,SomMot,7Networks_RH_SomMot_38,,
2068.0,RH,SomMot,7Networks_RH_SomMot_38,,
2068.0,RH,SomMot,7Networks_RH_SomMot_38,,
2068.0,RH,SomMot,7Networks_RH_SomMot_38,,
2068.0,RH,SomMot,7Networks_RH_SomMot_38,,
2066.0,RH,SomMot,7Networks_RH_SomMot_36,,
2066.0,RH,SomMot,7Networks_RH_SomMot_36,,
2117.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_Med_7,0.5743514913634828,1.0
2117.0,RH,SalVentAttn,7Networks_RH_SalVentAttn_Med_7,0.6691568343161622,1.0
